売上ID,日付,担当者,店舗,チャネル,来店経路,大項目,機種カテゴリ,機種,メニュー,仕入先,IMEI,売上金額,原価,粗利,値引き,最終売上,備考,登録日時
20260123-008-03,2026-01-23,龍田,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/23 19:11:25
20260123-008-04,2026-01-23,龍田,福井店,店舗,リピーター,アクセサリ,アクセサリ,,ケース,アイサポ,,500,100,400,0,500,,2026/01/23 19:11:25
20260123-008-05,2026-01-23,龍田,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/23 19:11:25
20260124-001-01,2026-01-24,堀,福井店,店舗,リピーター,中古販売,中古,XSMax,64GB 並品,アイサポ,357304090268207,27980,16800,11180,0,27980,,2026/01/24 13:32:26
20260124-001-02,2026-01-24,堀,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/24 13:32:26
20260124-002-01,2026-01-24,堀,福井店,店舗,リピーター,iPhone修理,iPhone,SE2,バッテリー,アイサポ,,5436,2090,3346,300,5136,,2026/01/24 13:33:02
20260124-002-02,2026-01-24,堀,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/24 13:33:02
20260124-003-01,2026-01-24,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,12mini,HGバッテリー,アイサポ,,10709,4340,6369,0,10709,,2026/01/24 13:33:28
20260124-004-01,2026-01-24,土本,鯖江店,店舗,リピーター,iPhone修理,iPhone,11,TH-L,HW,,13073,1900,11173,654,12419,,2026/01/24 16:59:43
20260124-004-02,2026-01-24,土本,鯖江店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/24 16:59:43
20260124-005-01,2026-01-24,堀,福井店,店舗,通りがかり,iPhone修理,iPhone,15Pro,HGバッテリー,アイサポ,,14345,5990,8355,0,14345,,2026/01/24 18:48:28
20260125-001-01,2026-01-25,龍田,鯖江店,店舗,リピーター,iPhone修理,iPhone,13Pro,HGバッテリー,HW,,12073,1200,10873,600,11473,,2026/01/25 13:11:11
20260125-001-02,2026-01-25,龍田,鯖江店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/25 13:11:11
20260125-002-01,2026-01-25,龍田,鯖江店,店舗,リピーター,iPhone修理,iPhone,13Pro,HGバッテリー,アイサポ,,12073,4990,7083,0,12073,,2026/01/25 13:11:53
20260125-002-02,2026-01-25,龍田,鯖江店,店舗,リピーター,iPhone修理,iPhone,13Pro,リアカメラ,アイサポ,,24364,10950,13414,1000,23364,,2026/01/25 13:11:53
20260125-003-01,2026-01-25,龍田,鯖江店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/25 13:12:10
20260125-004-01,2026-01-25,龍田,鯖江店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/25 13:12:24
20260125-005-01,2026-01-25,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,15,TH-L,アイサポ,,22164,11640,10524,0,22164,,2026/01/25 15:32:47
20260125-005-02,2026-01-25,堀,福井店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/25 15:32:47
20260125-006-01,2026-01-25,その他,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/25 15:33:16
20260125-006-02,2026-01-25,その他,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/25 15:33:16
20260125-007-01,2026-01-25,堀,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/25 15:33:51
20260125-007-02,2026-01-25,堀,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,カメラ保護,アイサポ,,500,20,500,0,500,,2026/01/25 15:33:51
20260125-008-01,2026-01-25,堀,福井店,店舗,通りがかり,中古販売,中古,SE2,128GB リペア品,アイサポ,356483105411225,15436,7000,8436,0,15436,,2026/01/25 17:12:31
20260125-008-02,2026-01-25,堀,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/25 17:12:31
20260125-008-03,2026-01-25,堀,福井店,店舗,通りがかり,データ移行,データ移行,,データ移行α,アイサポ,,5000,0,5000,0,5000,,2026/01/25 17:12:31
20260125-009-01,2026-01-25,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,12,バッテリー,アイサポ,,7709,2990,4719,0,7709,,2026/01/25 17:13:56
20260125-010-01,2026-01-25,龍田,鯖江店,店舗,リピーター,中古販売,中古,SE3,128GB 美品,アイサポ,359968970400912,46980,24000,22980,0,46980,,2026/01/25 18:35:52
20260125-010-02,2026-01-25,龍田,鯖江店,店舗,リピーター,iPhone修理,iPhone,SE3,HGバッテリー,HW,,3000,750,2250,0,3000,,2026/01/25 18:35:52
20260125-010-03,2026-01-25,龍田,鯖江店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/25 18:35:52
20260125-011-01,2026-01-25,龍田,鯖江店,店舗,リピーター,iPad修理,iPad,Pad7,TH-F,アイサポ,,11801,3990,7811,590,11211,,2026/01/25 18:36:24
20260126-001-01,2026-01-26,土本,鯖江店,店舗,通りがかり,iPhone修理,iPhone,SE2,バッテリー,アイサポ,,5436,2090,3346,0,5436,,2026/01/26 12:00:35
20260126-001-02,2026-01-26,土本,鯖江店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/26 12:00:35
20260126-002-01,2026-01-26,土本,鯖江店,店舗,通りがかり,iPhone修理,iPhone,12mini,HGバッテリー,アイサポ,,10709,4340,6369,0,10709,,2026/01/26 17:07:45
20260126-002-02,2026-01-26,土本,鯖江店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/26 17:07:45
20260126-003-01,2026-01-26,堀,福井店,店舗,ネット検索,iPad修理,iPad,Pad9,TH-L,アイサポ,,22710,8250,11720,0,22710,,2026/01/26 17:51:38
20260126-004-01,2026-01-26,堀,福井店,店舗,リピーター,iPhone修理,iPhone,SE2,TH-F,HW,,4982,1250,3732,0,4982,,2026/01/26 17:53:07
20260126-004-02,2026-01-26,堀,福井店,店舗,リピーター,iPhone修理,iPhone,SE2,手入力,アイサポ,,5000,3000,2000,0,5000,,2026/01/26 17:53:07
20260126-005-01,2026-01-26,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,13Pro,未修理,アイサポ,,3000,0,3000,0,3000,,2026/01/26 17:53:36
20260126-006-01,2026-01-26,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,12,コネクタ,HW,,13455,1650,11805,0,13455,,2026/01/26 17:54:11
20260126-007-01,2026-01-26,土本,鯖江店,店舗,ネット検索,iPhone修理,iPhone,13mini,バッテリー,アイサポ,,8618,3340,5278,100,8518,,2026/01/26 19:33:43
20260126-007-02,2026-01-26,土本,鯖江店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/26 19:33:43
20260126-008-01,2026-01-26,土本,鯖江店,店舗,ネット検索,iPhone修理,iPhone,X,バッテリー,アイサポ,,5436,2240,3196,0,5436,,2026/01/26 19:34:11
20260126-008-02,2026-01-26,土本,鯖江店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/26 19:34:11
20260126-009-01,2026-01-26,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,12Pro,HGバッテリー,アイサポ,,10709,4340,6369,0,10709,,2026/01/26 19:36:42
20260126-009-02,2026-01-26,堀,福井店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/26 19:36:42
20260126-009-03,2026-01-26,堀,福井店,店舗,ネット検索,アクセサリ,アクセサリ,,カメラ保護,アイサポ,,500,0,500,0,500,,2026/01/26 19:36:42
20260126-010-01,2026-01-26,土本,鯖江店,店舗,リピーター,中古販売,中古,11,64GB 並品,アイサポ,352919114682516,23980,8000,15980,0,23980,,2026/01/26 19:58:09
20260127-001-01,2026-01-27,土本,鯖江店,店舗,ネット検索,中古販売,中古,13ProMax,128GB 美品,アイサポ,359577620080568,89980,71000,18980,0,89980,,2026/01/27 12:58:32
20260127-001-02,2026-01-27,土本,鯖江店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルムP,アイサポ,,2000,300,1700,0,2000,,2026/01/27 12:58:32
20260127-001-03,2026-01-27,土本,鯖江店,店舗,ネット検索,データ移行,データ移行,,データ移行,アイサポ,,3000,0,3000,0,3000,,2026/01/27 12:58:32
20260127-002-01,2026-01-27,土本,鯖江店,店舗,ネット検索,iPhone修理,iPhone,13,未修理,アイサポ,,3000,0,3000,0,3000,,2026/01/27 18:08:46
20260127-003-01,2026-01-27,龍田,福井店,店舗,ネット検索,iPhone修理,iPhone,SE2,手入力,HW,,6982,0,6982,0,6982,,2026/01/27 22:02:20
20260127-003-02,2026-01-27,龍田,福井店,店舗,ネット検索,iPhone修理,iPhone,SE2,作業費,アイサポ,,4528,0,4528,0,4528,,2026/01/27 22:02:20
20260127-004-01,2026-01-27,龍田,福井店,店舗,ネット検索,iPhone修理,iPhone,11Pro,作業費,アイサポ,,4528,0,4528,0,4528,,2026/01/27 22:03:24
20260127-005-01,2026-01-27,堀,福井店,店舗,ネット検索,中古販売,中古,16e,128GB 美品,アイサポ,355981132601107,90890,76000,14890,0,90890,,2026/01/27 22:12:19
20260127-005-02,2026-01-27,堀,福井店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルムP,アイサポ,,2000,300,1700,0,2000,,2026/01/27 22:12:19
20260128-001-01,2026-01-28,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,11ProMax,バッテリー,アイサポ,,6800,2790,4010,100,6700,,2026/01/28 12:53:38
20260128-002-01,2026-01-28,堀,福井店,店舗,ネット検索,中古販売,中古,X,256GB リペア品,アイサポ,356738083642715,14980,4000,10980,0,14980,,2026/01/28 12:54:18
20260128-003-01,2026-01-28,堀,福井店,店舗,リピーター,iPhone修理,iPhone,SE,バッテリー,HW,,4527,590,3937,0,4527,,2026/01/28 13:04:10
20260128-004-01,2026-01-28,堀,福井店,店舗,ネット検索,iPad修理,iPad,Pad9,未修理,アイサポ,,3000,0,3000,0,3000,,2026/01/28 13:04:36
20260128-005-01,2026-01-28,土本,鯖江店,店舗,ネット検索,中古販売,中古,SE2,64GB リペア品,アイサポ,351458130791440,12980,5000,7980,0,12980,,2026/01/28 13:32:51
20260128-005-02,2026-01-28,土本,鯖江店,店舗,ネット検索,アクセサリ,アクセサリ,,ケース,アイサポ,,500,100,400,0,500,,2026/01/28 13:32:51
20260128-006-01,2026-01-28,堀,福井店,店舗,リピーター,中古販売,中古,SE2,64GB 並品,アイサポ,356491107494255,15980,6400,9580,0,15980,,2026/01/28 15:28:11
20260128-006-02,2026-01-28,堀,福井店,店舗,リピーター,iPhone修理,iPhone,SE2,バッテリー,HW,,3000,500,2500,0,3000,,2026/01/28 15:28:11
20260128-007-01,2026-01-28,土本,鯖江店,店舗,通りがかり,アクセサリ,アクセサリ,,手入力,アイサポ,,2580,700,1880,0,2580,,2026/01/28 19:13:15
20260128-008-01,2026-01-28,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,8,バッテリー,アイサポ,,5255,2110,3145,0,5255,,2026/01/28 20:06:27
20260128-009-01,2026-01-28,堀,福井店,店舗,リピーター,iPhone修理,iPhone,12mini,バッテリー,HW,,7709,700,7009,1000,6709,,2026/01/28 20:07:21
20260128-010-01,2026-01-28,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,13,HGバッテリー,アイサポ,,11618,4790,6828,0,11618,,2026/01/28 20:07:57
20260128-010-02,2026-01-28,堀,福井店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルムP,アイサポ,,2000,300,1700,0,2000,,2026/01/28 20:07:57
20260129-001-01,2026-01-29,土本,鯖江店,店舗,ネット検索,iPhone修理,iPhone,XR,TH-L,アイサポ,,11255,4290,6965,0,11255,,2026/01/29 13:19:25
20260129-001-02,2026-01-29,土本,鯖江店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/29 13:19:25
20260129-002-01,2026-01-29,土本,鯖江店,店舗,リピーター,iPhone修理,iPhone,XS,TH-L,アイサポ,,11255,4190,7065,564,10691,,2026/01/29 15:35:59
20260129-003-01,2026-01-29,龍田,福井店,店舗,リピーター,iPhone修理,iPhone,SE2,HGバッテリー,アイサポ,,8436,3390,5046,0,8436,,2026/01/29 19:04:03
20260129-003-02,2026-01-29,龍田,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/29 19:04:03
20260129-004-01,2026-01-29,龍田,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/29 19:04:25
20260129-004-02,2026-01-29,龍田,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/29 19:04:25
20260129-005-01,2026-01-29,龍田,福井店,店舗,リピーター,iPhone修理,iPhone,13mini,バッテリー,アイサポ,,8618,3340,5278,430,8188,,2026/01/29 19:04:56
20260129-005-02,2026-01-29,龍田,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/29 19:04:56
20260129-006-01,2026-01-29,龍田,福井店,店舗,リピーター,iPhone修理,iPhone,SE2,HG-L,アイサポ,,11709,4040,7669,0,11709,,2026/01/29 19:05:31
20260129-006-02,2026-01-29,龍田,福井店,店舗,リピーター,iPhone修理,iPhone,SE2,HGバッテリー,アイサポ,,8436,3390,5046,1100,7336,,2026/01/29 19:05:31
20260129-007-01,2026-01-29,龍田,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/29 19:05:45
20260129-008-01,2026-01-29,龍田,福井店,店舗,リピーター,iPhone修理,iPhone,SE3,HGバッテリー,HW,,8891,750,8141,500,8391,,2026/01/29 19:06:17
20260129-008-02,2026-01-29,龍田,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/29 19:06:17
20260129-009-01,2026-01-29,土本,鯖江店,店舗,通りがかり,iPhone修理,iPhone,8,バッテリー,アイサポ,,5255,2110,3145,0,5255,,2026/01/29 19:17:32
20260129-009-02,2026-01-29,土本,鯖江店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/29 19:17:32
20260130-001-01,2026-01-30,堀,福井店,店舗,リピーター,中古販売,中古,SE3,64GB 良品,アイサポ,355486591419579,35980,21300,14680,0,35980,,2026/01/30 11:33:12
20260130-001-02,2026-01-30,堀,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/30 11:33:12
20260130-002-01,2026-01-30,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,SE2,HGバッテリー,HW,,8436,650,7786,0,8436,,2026/01/30 17:02:44
20260130-003-01,2026-01-30,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,SE2,バッテリー,HW,,5436,500,4936,0,5436,,2026/01/30 17:03:13
20260130-004-01,2026-01-30,龍田,鯖江店,店舗,ネット検索,iPhone修理,iPhone,15,HG-L,HW,,27272,9300,17972,0,27272,,2026/01/30 17:48:15
20260130-005-01,2026-01-30,龍田,鯖江店,店舗,ネット検索,iPhone修理,iPhone,12,HGバッテリー,アイサポ,,10709,4340,6369,0,10709,,2026/01/30 17:49:05
20260130-006-01,2026-01-30,龍田,鯖江店,店舗,ネット検索,iPhone修理,iPhone,XR,バッテリー,アイサポ,,5891,2440,3451,0,5891,,2026/01/30 17:49:57
20260130-006-02,2026-01-30,龍田,鯖江店,店舗,ネット検索,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/30 17:49:57
20260130-007-01,2026-01-30,龍田,鯖江店,店舗,ネット検索,iPhone修理,iPhone,11ProMax,バッテリー,アイサポ,,6800,2790,4010,0,6800,,2026/01/30 17:51:02
20260130-008-01,2026-01-30,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,12mini,TH-L,HW,,15345,3200,12145,0,15345,,2026/01/30 19:32:38
20260131-001-01,2026-01-31,土本,鯖江店,店舗,ネット検索,iPhone修理,iPhone,SE3,HGバッテリー,アイサポ,,8891,3590,5301,0,8891,,2026/01/31 11:40:11
20260131-002-01,2026-01-31,土本,鯖江店,店舗,通りがかり,アクセサリ,アクセサリ,,手入力,アイサポ,,2980,703,2277,0,2980,,2026/01/31 14:57:36
20260131-003-01,2026-01-31,土本,鯖江店,店舗,ネット検索,iPhone修理,iPhone,14Pro,未修理,アイサポ,,3000,0,3000,0,3000,,2026/01/31 14:57:58
20260131-004-01,2026-01-31,土本,鯖江店,店舗,通りがかり,中古販売,中古,Pad10,64GB 美品,アイサポ,358011795534390,49982,31200,18782,0,49982,,2026/01/31 18:23:32
20260131-005-01,2026-01-31,土本,鯖江店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/31 18:24:02
20260131-006-01,2026-01-31,堀,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/31 18:34:05
20260131-006-02,2026-01-31,堀,福井店,店舗,リピーター,アクセサリ,アクセサリ,,フィルムP,アイサポ,,2000,300,1700,0,2000,,2026/01/31 18:34:05
20260131-007-01,2026-01-31,堀,福井店,店舗,リピーター,iPhone修理,iPhone,11,TH-F,アイサポ,,9073,5280,3793,0,9073,,2026/01/31 18:35:26
20260131-007-02,2026-01-31,堀,福井店,店舗,リピーター,iPhone修理,iPhone,11,バッテリー,アイサポ,,6345,2490,3855,1842,4503,,2026/01/31 18:35:26
20260131-007-03,2026-01-31,堀,福井店,店舗,リピーター,アクセサリ,アクセサリ,,コーティング,アイサポ,,2000,300,1700,0,2000,,2026/01/31 18:35:26
20260131-008-01,2026-01-31,堀,福井店,店舗,通りがかり,iPad修理,iPad,Pad9,未修理,アイサポ,,3000,0,3000,0,3000,,2026/01/31 18:35:49
20260131-009-01,2026-01-31,その他,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/31 18:36:07
20260131-010-01,2026-01-31,堀,福井店,店舗,ネット検索,iPhone修理,iPhone,14,カメラ窓,アイサポ,,9073,480,8593,100,8973,,2026/01/31 18:36:39
20260131-011-01,2026-01-31,堀,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/31 18:37:12
20260131-011-02,2026-01-31,堀,福井店,店舗,通りがかり,アクセサリ,アクセサリ,,カメラ保護,アイサポ,,500,0,500,0,500,,2026/01/31 18:37:12
20260131-012-01,2026-01-31,堀,福井店,店舗,紹介,アクセサリ,アクセサリ,,フィルム,アイサポ,,1000,150,850,0,1000,,2026/01/31 19:33:55
